"","Xloc","Yloc","Landuse","Rock"
"4700",3.9,1.45,"Meadow","Kimmeridgian"
"4701",3.9,1.5,"Meadow","Kimmeridgian"
"4702",3.9,1.55,"Meadow","Kimmeridgian"
"4703",3.9,1.6,"Meadow","Kimmeridgian"
"4704",3.9,1.65,"Meadow","Kimmeridgian"
"4705",3.9,1.7,"Meadow","Kimmeridgian"
"4706",3.9,1.75,"Meadow","Kimmeridgian"
"4707",3.9,1.8,"Pasture","Kimmeridgian"
"4708",3.9,1.85,"Meadow","Kimmeridgian"
"4709",3.9,1.9,"Meadow","Kimmeridgian"
"4710",3.9,1.95,"Meadow","Kimmeridgian"
"4711",3.9,2,"Meadow","Kimmeridgian"
"4712",3.9,2.05,"Pasture","Kimmeridgian"
"4713",3.9,2.1,"Pasture","Kimmeridgian"
"4714",3.9,2.15,"Forest","Kimmeridgian"
"4715",3.9,2.2,"Forest","Kimmeridgian"
"4716",3.9,2.25,"Forest","Kimmeridgian"
"4717",3.9,2.3,"Forest","Kimmeridgian"
"4718",3.9,2.35,"Forest","Kimmeridgian"
"4719",3.9,2.4,"Forest","Portlandian"
"4720",3.9,2.45,"Forest","Portlandian"
"4721",3.9,2.5,"Forest","Kimmeridgian"
"4722",3.9,2.55,"Forest","Kimmeridgian"
"4723",3.9,2.6,"Forest","Kimmeridgian"
"4724",3.9,2.65,"Forest","Kimmeridgian"
"4725",3.9,2.7,"Forest","Kimmeridgian"
"4726",3.9,2.75,"Forest","Kimmeridgian"
"4727",3.9,2.8,"Forest","Kimmeridgian"
"4728",3.9,2.85,"Forest","Kimmeridgian"
"4729",3.9,2.9,"Forest","Sequanian"
"4730",3.9,2.95,"Forest","Sequanian"
"4731",3.9,3,"Meadow","Kimmeridgian"
"4732",3.9,3.05,"Meadow","Kimmeridgian"
"4733",3.9,3.1,"Meadow","Quaternary"
"4734",3.9,3.15,"Meadow","Quaternary"
"4735",3.9,3.2,"Meadow","Quaternary"
"4736",3.9,3.25,"Meadow","Quaternary"
"4737",3.9,3.3,"Pasture","Kimmeridgian"
"4738",3.9,3.35,"Pasture","Kimmeridgian"
"4739",3.9,3.4,"Meadow","Kimmeridgian"
"4740",3.9,3.45,"Meadow","Kimmeridgian"
"4741",3.9,3.5,"Meadow","Kimmeridgian"
"4742",3.9,3.55,"Meadow","Kimmeridgian"
"4743",3.9,3.6,"Forest","Kimmeridgian"
"4744",3.9,3.65,"Forest","Kimmeridgian"
"4745",3.9,3.7,"Forest","Kimmeridgian"
"4746",3.9,3.75,"Forest","Kimmeridgian"
"4747",3.9,3.8,"Meadow","Quaternary"
"4748",3.9,3.85,"Meadow","Quaternary"
"4749",3.9,3.9,"Meadow","Quaternary"
"4750",3.9,3.95,"Meadow","Sequanian"
"4751",3.9,4,"Meadow","Sequanian"
"4752",3.9,4.05,"Meadow","Sequanian"
"4753",3.9,4.1,"Meadow","Sequanian"
"4754",3.9,4.15,"Meadow","Sequanian"
"4755",3.9,4.2,"Meadow","Sequanian"
"4756",3.9,4.25,"Meadow","Sequanian"
"4757",3.9,4.3,"Meadow","Sequanian"
"4758",3.9,4.35,"Meadow","Sequanian"
"4759",3.9,4.4,"Meadow","Sequanian"
"4760",3.9,4.45,"Meadow","Sequanian"
"4761",3.9,4.5,"Meadow","Argovian"
"4762",3.9,4.55,"Pasture","Argovian"
"4763",3.9,4.6,"Pasture","Argovian"
"4764",3.9,4.65,"Meadow","Argovian"
"4765",3.9,4.7,"Meadow","Argovian"
"4766",3.9,4.75,"Meadow","Argovian"
"4767",3.9,4.8,"Meadow","Quaternary"
"4768",3.9,4.85,"Meadow","Quaternary"
"4769",3.9,4.9,"Meadow","Quaternary"
"4770",3.9,4.95,"Meadow","Quaternary"
"4771",3.9,5,"Forest","Quaternary"
"4772",3.9,5.05,"Forest","Argovian"
"4773",3.9,5.1,"Forest","Argovian"
"4774",3.9,5.15,"Meadow","Argovian"
"4775",3.9,5.2,"Meadow","Argovian"
"4776",3.9,5.25,"Meadow","Argovian"
"4777",3.9,5.3,"Meadow","Argovian"
"4778",3.9,5.35,"Meadow","Argovian"
"4779",3.9,5.4,"Meadow","Sequanian"
"4780",3.9,5.7,"Meadow","Kimmeridgian"
"4781",3.9,5.75,"Meadow","Kimmeridgian"
"4782",3.9,5.8,"Pasture","Kimmeridgian"
"4783",3.95,0.7,"Meadow","Sequanian"
"4784",3.95,0.75,"Meadow","Sequanian"
"4785",3.95,0.8,"Pasture","Sequanian"
"4786",3.95,0.85,"Pasture","Sequanian"
"4787",3.95,0.9,"Pasture","Sequanian"
"4788",3.95,0.95,"Pasture","Sequanian"
"4789",3.95,1,"Pasture","Kimmeridgian"
"4790",3.95,1.05,"Pasture","Kimmeridgian"
"4791",3.95,1.1,"Pasture","Portlandian"
"4792",3.95,1.15,"Pasture","Portlandian"
"4793",3.95,1.2,"Pasture","Kimmeridgian"
"4794",3.95,1.25,"Pasture","Kimmeridgian"
"4795",3.95,1.3,"Pasture","Kimmeridgian"
"4796",3.95,1.35,"Meadow","Kimmeridgian"
"4797",3.95,1.4,"Meadow","Kimmeridgian"
"4798",3.95,1.45,"Meadow","Kimmeridgian"
"4799",3.95,1.5,"Meadow","Kimmeridgian"
"4800",3.95,1.55,"Meadow","Kimmeridgian"
"4801",3.95,1.6,"Meadow","Kimmeridgian"
"4802",3.95,1.65,"Meadow","Kimmeridgian"
"4803",3.95,1.7,"Meadow","Kimmeridgian"
"4804",3.95,1.75,"Meadow","Kimmeridgian"
"4805",3.95,1.8,"Pasture","Kimmeridgian"
"4806",3.95,1.85,"Meadow","Kimmeridgian"
"4807",3.95,1.9,"Meadow","Kimmeridgian"
"4808",3.95,1.95,"Meadow","Kimmeridgian"
"4809",3.95,2,"Meadow","Kimmeridgian"
"4810",3.95,2.05,"Pasture","Kimmeridgian"
"4811",3.95,2.1,"Pasture","Kimmeridgian"
"4812",3.95,2.15,"Pasture","Portlandian"
"4813",3.95,2.2,"Pasture","Portlandian"
"4814",3.95,2.25,"Forest","Kimmeridgian"
"4815",3.95,2.3,"Forest","Kimmeridgian"
"4816",3.95,2.35,"Forest","Kimmeridgian"
"4817",3.95,2.4,"Forest","Portlandian"
"4818",3.95,2.45,"Forest","Portlandian"
"4819",3.95,2.5,"Forest","Kimmeridgian"
"4820",3.95,2.55,"Forest","Kimmeridgian"
"4821",3.95,2.6,"Forest","Kimmeridgian"
"4822",3.95,2.65,"Forest","Kimmeridgian"
"4823",3.95,2.7,"Forest","Kimmeridgian"
"4824",3.95,2.75,"Forest","Kimmeridgian"
"4825",3.95,2.8,"Forest","Kimmeridgian"
"4826",3.95,2.85,"Forest","Kimmeridgian"
"4827",3.95,2.9,"Forest","Sequanian"
"4828",3.95,2.95,"Forest","Sequanian"
"4829",3.95,3,"Meadow","Kimmeridgian"
"4830",3.95,3.05,"Meadow","Kimmeridgian"
"4831",3.95,3.1,"Meadow","Quaternary"
"4832",3.95,3.15,"Meadow","Kimmeridgian"
"4833",3.95,3.2,"Meadow","Kimmeridgian"
"4834",3.95,3.25,"Meadow","Kimmeridgian"
"4835",3.95,3.3,"Meadow","Kimmeridgian"
"4836",3.95,3.35,"Meadow","Kimmeridgian"
"4837",3.95,3.4,"Meadow","Kimmeridgian"
"4838",3.95,3.45,"Meadow","Kimmeridgian"
"4839",3.95,3.5,"Meadow","Kimmeridgian"
"4840",3.95,3.55,"Meadow","Kimmeridgian"
"4841",3.95,3.6,"Meadow","Kimmeridgian"
"4842",3.95,3.65,"Meadow","Kimmeridgian"
"4843",3.95,3.7,"Meadow","Kimmeridgian"
"4844",3.95,3.75,"Meadow","Kimmeridgian"
"4845",3.95,3.8,"Meadow","Quaternary"
"4846",3.95,3.85,"Meadow","Quaternary"
"4847",3.95,3.9,"Meadow","Quaternary"
"4848",3.95,3.95,"Meadow","Sequanian"
"4849",3.95,4,"Meadow","Sequanian"
"4850",3.95,4.05,"Meadow","Sequanian"
"4851",3.95,4.1,"Meadow","Sequanian"
"4852",3.95,4.15,"Meadow","Sequanian"
"4853",3.95,4.2,"Meadow","Sequanian"
"4854",3.95,4.25,"Meadow","Sequanian"
"4855",3.95,4.3,"Meadow","Sequanian"
"4856",3.95,4.35,"Meadow","Sequanian"
"4857",3.95,4.4,"Meadow","Sequanian"
"4858",3.95,4.45,"Meadow","Sequanian"
"4859",3.95,4.5,"Meadow","Sequanian"
"4860",3.95,4.55,"Meadow","Argovian"
"4861",3.95,4.6,"Meadow","Argovian"
"4862",3.95,4.65,"Meadow","Argovian"
"4863",3.95,4.7,"Meadow","Argovian"
"4864",3.95,4.75,"Meadow","Argovian"
"4865",3.95,4.8,"Meadow","Quaternary"
"4866",3.95,4.85,"Meadow","Quaternary"
"4867",3.95,4.9,"Forest","Quaternary"
"4868",3.95,4.95,"Forest","Quaternary"
"4869",3.95,5,"Forest","Quaternary"
"4870",3.95,5.05,"Meadow","Quaternary"
"4871",3.95,5.1,"Meadow","Quaternary"
"4872",3.95,5.15,"Meadow","Argovian"
"4873",3.95,5.2,"Meadow","Argovian"
"4874",4,0.7,"Meadow","Sequanian"
"4875",4,0.75,"Pasture","Sequanian"
"4876",4,0.8,"Pasture","Sequanian"
"4877",4,0.85,"Pasture","Sequanian"
"4878",4,0.9,"Pasture","Sequanian"
"4879",4,0.95,"Pasture","Sequanian"
"4880",4,1,"Pasture","Kimmeridgian"
"4881",4,1.05,"Pasture","Kimmeridgian"
"4882",4,1.1,"Pasture","Portlandian"
"4883",4,1.15,"Pasture","Portlandian"
"4884",4,1.2,"Pasture","Portlandian"
"4885",4,1.25,"Pasture","Kimmeridgian"
"4886",4,1.3,"Pasture","Kimmeridgian"
"4887",4,1.35,"Pasture","Kimmeridgian"
"4888",4,1.4,"Pasture","Kimmeridgian"
"4889",4,1.45,"Meadow","Kimmeridgian"
"4890",4,1.5,"Meadow","Kimmeridgian"
"4891",4,1.55,"Meadow","Kimmeridgian"
"4892",4,1.6,"Meadow","Kimmeridgian"
"4893",4,1.65,"Meadow","Kimmeridgian"
"4894",4,1.7,"Meadow","Kimmeridgian"
"4895",4,1.75,"Meadow","Kimmeridgian"
"4896",4,1.8,"Meadow","Kimmeridgian"
"4897",4,1.85,"Meadow","Kimmeridgian"
"4898",4,1.9,"Meadow","Kimmeridgian"
"4899",4,1.95,"Meadow","Kimmeridgian"
"4900",4,2,"Meadow","Kimmeridgian"
"4901",4,2.05,"Meadow","Kimmeridgian"
"4902",4,2.1,"Pasture","Kimmeridgian"
"4903",4,2.15,"Pasture","Portlandian"
"4904",4,2.2,"Pasture","Portlandian"
"4905",4,2.25,"Pasture","Portlandian"
"4906",4,2.3,"Forest","Portlandian"
"4907",4,2.35,"Forest","Portlandian"
"4908",4,2.4,"Forest","Portlandian"
"4909",4,2.45,"Forest","Portlandian"
"4910",4,2.5,"Forest","Kimmeridgian"
"4911",4,2.55,"Forest","Kimmeridgian"
"4912",4,2.6,"Forest","Kimmeridgian"
"4913",4,2.65,"Forest","Kimmeridgian"
"4914",4,2.7,"Forest","Kimmeridgian"
"4915",4,2.75,"Forest","Kimmeridgian"
"4916",4,2.8,"Forest","Kimmeridgian"
"4917",4,2.85,"Forest","Kimmeridgian"
"4918",4,2.9,"Forest","Sequanian"
"4919",4,2.95,"Forest","Sequanian"
"4920",4,3,"Meadow","Kimmeridgian"
"4921",4,3.05,"Meadow","Kimmeridgian"
"4922",4,3.1,"Meadow","Quaternary"
"4923",4,3.15,"Meadow","Kimmeridgian"
"4924",4,3.2,"Meadow","Kimmeridgian"
"4925",4,3.25,"Meadow","Kimmeridgian"
"4926",4,3.3,"Meadow","Kimmeridgian"
"4927",4,3.35,"Meadow","Kimmeridgian"
"4928",4,3.4,"Meadow","Kimmeridgian"
"4929",4,3.45,"Meadow","Kimmeridgian"
"4930",4,3.5,"Meadow","Kimmeridgian"
"4931",4,3.55,"Meadow","Kimmeridgian"
"4932",4,3.6,"Meadow","Kimmeridgian"
"4933",4,3.65,"Meadow","Kimmeridgian"
"4934",4,3.7,"Meadow","Kimmeridgian"
"4935",4,3.75,"Meadow","Kimmeridgian"
"4936",4,3.8,"Meadow","Quaternary"
"4937",4,3.85,"Meadow","Quaternary"
"4938",4,3.9,"Meadow","Quaternary"
"4939",4,3.95,"Meadow","Quaternary"
"4940",4,4,"Meadow","Sequanian"
"4941",4,4.05,"Meadow","Sequanian"
"4942",4,4.1,"Meadow","Sequanian"
"4943",4,4.15,"Meadow","Sequanian"
"4944",4,4.2,"Meadow","Sequanian"
"4945",4,4.25,"Meadow","Sequanian"
"4946",4,4.3,"Meadow","Sequanian"
"4947",4,4.35,"Meadow","Sequanian"
"4948",4,4.4,"Meadow","Sequanian"
"4949",4,4.45,"Meadow","Sequanian"
"4950",4,4.5,"Meadow","Sequanian"
"4951",4,4.55,"Meadow","Argovian"
"4952",4,4.6,"Meadow","Argovian"
"4953",4,4.65,"Meadow","Argovian"
"4954",4,4.7,"Meadow","Argovian"
"4955",4,4.75,"Meadow","Argovian"
"4956",4,4.8,"Pasture","Argovian"
"4957",4,4.85,"Pasture","Argovian"
"4958",4,4.9,"Forest","Quaternary"
"4959",4,4.95,"Forest","Quaternary"
"4960",4,5,"Forest","Quaternary"
"4961",4,5.05,"Meadow","Quaternary"
"4962",4,5.1,"Meadow","Quaternary"
"4963",4,5.15,"Meadow","Argovian"
"4964",4,5.2,"Meadow","Argovian"
"4965",4.05,0.7,"Meadow","Sequanian"
"4966",4.05,0.75,"Meadow","Sequanian"
"4967",4.05,0.8,"Meadow","Sequanian"
"4968",4.05,0.85,"Meadow","Sequanian"
"4969",4.05,0.9,"Meadow","Sequanian"
"4970",4.05,0.95,"Meadow","Quaternary"
"4971",4.05,1,"Meadow","Quaternary"
"4972",4.05,1.05,"Meadow","Quaternary"
"4973",4.05,1.1,"Pasture","Portlandian"
"4974",4.05,1.15,"Pasture","Portlandian"
"4975",4.05,1.2,"Pasture","Portlandian"
"4976",4.05,1.25,"Pasture","Portlandian"
"4977",4.05,1.3,"Pasture","Portlandian"
"4978",4.05,1.35,"Pasture","Kimmeridgian"
"4979",4.05,1.4,"Pasture","Kimmeridgian"
"4980",4.05,1.45,"Pasture","Kimmeridgian"
"4981",4.05,1.5,"Pasture","Kimmeridgian"
"4982",4.05,1.55,"Pasture","Kimmeridgian"
"4983",4.05,1.6,"Meadow","Kimmeridgian"
"4984",4.05,1.65,"Meadow","Kimmeridgian"
"4985",4.05,1.7,"Meadow","Kimmeridgian"
"4986",4.05,1.75,"Meadow","Kimmeridgian"
"4987",4.05,1.8,"Tillage","Kimmeridgian"
"4988",4.05,1.85,"Tillage","Kimmeridgian"
"4989",4.05,1.9,"Tillage","Kimmeridgian"
"4990",4.05,1.95,"Meadow","Kimmeridgian"
"4991",4.05,2,"Meadow","Kimmeridgian"
"4992",4.05,2.05,"Pasture","Kimmeridgian"
"4993",4.05,2.1,"Pasture","Kimmeridgian"
"4994",4.05,2.15,"Forest","Kimmeridgian"
"4995",4.05,2.2,"Forest","Kimmeridgian"
"4996",4.05,2.25,"Forest","Portlandian"
"4997",4.05,2.3,"Forest","Portlandian"
"4998",4.05,2.35,"Forest","Portlandian"
"4999",4.05,2.4,"Forest","Portlandian"
"5000",4.05,2.45,"Forest","Portlandian"
"5001",4.05,2.5,"Forest","Portlandian"
"5002",4.05,2.55,"Forest","Kimmeridgian"
"5003",4.05,2.6,"Forest","Kimmeridgian"
"5004",4.05,2.65,"Forest","Kimmeridgian"
"5005",4.05,2.7,"Forest","Kimmeridgian"
"5006",4.05,2.75,"Forest","Kimmeridgian"
"5007",4.05,2.8,"Forest","Kimmeridgian"
"5008",4.05,2.85,"Forest","Kimmeridgian"
"5009",4.05,2.9,"Forest","Kimmeridgian"
"5010",4.05,2.95,"Forest","Kimmeridgian"
"5011",4.05,3,"Forest","Portlandian"
"5012",4.05,3.05,"Forest","Portlandian"
"5013",4.05,3.1,"Meadow","Portlandian"
"5014",4.05,3.15,"Meadow","Kimmeridgian"
"5015",4.05,3.2,"Meadow","Kimmeridgian"
"5016",4.05,3.25,"Meadow","Kimmeridgian"
"5017",4.05,3.3,"Meadow","Kimmeridgian"
"5018",4.05,3.35,"Meadow","Kimmeridgian"
"5019",4.05,3.4,"Forest","Kimmeridgian"
"5020",4.05,3.45,"Forest","Kimmeridgian"
"5021",4.05,3.5,"Forest","Kimmeridgian"
"5022",4.05,3.55,"Forest","Kimmeridgian"
"5023",4.05,3.6,"Forest","Kimmeridgian"
"5024",4.05,3.65,"Meadow","Kimmeridgian"
"5025",4.05,3.7,"Meadow","Kimmeridgian"
"5026",4.05,3.75,"Meadow","Kimmeridgian"
"5027",4.05,3.8,"Meadow","Quaternary"
"5028",4.05,3.85,"Meadow","Quaternary"
"5029",4.05,3.9,"Meadow","Quaternary"
"5030",4.05,3.95,"Meadow","Quaternary"
"5031",4.05,4,"Meadow","Sequanian"
"5032",4.05,4.05,"Meadow","Sequanian"
"5033",4.05,4.1,"Meadow","Sequanian"
"5034",4.05,4.15,"Meadow","Sequanian"
"5035",4.05,4.2,"Meadow","Sequanian"
"5036",4.05,4.25,"Meadow","Sequanian"
"5037",4.05,4.3,"Meadow","Sequanian"
"5038",4.05,4.35,"Meadow","Sequanian"
"5039",4.05,4.4,"Meadow","Sequanian"
"5040",4.05,4.45,"Meadow","Sequanian"
"5041",4.05,4.5,"Forest","Sequanian"
"5042",4.05,4.55,"Meadow","Argovian"
"5043",4.05,4.6,"Meadow","Argovian"
"5044",4.05,4.65,"Forest","Argovian"
"5045",4.05,4.7,"Forest","Argovian"
"5046",4.05,4.75,"Forest","Argovian"
"5047",4.05,4.8,"Pasture","Argovian"
"5048",4.05,4.85,"Pasture","Argovian"
"5049",4.05,4.9,"Pasture","Argovian"
"5050",4.05,4.95,"Pasture","Argovian"
"5051",4.05,5,"Forest","Quaternary"
"5052",4.1,0.7,"Meadow","Sequanian"
"5053",4.1,0.75,"Meadow","Sequanian"
"5054",4.1,0.8,"Meadow","Sequanian"
"5055",4.1,0.85,"Meadow","Sequanian"
"5056",4.1,0.9,"Meadow","Sequanian"
"5057",4.1,0.95,"Meadow","Quaternary"
"5058",4.1,1,"Meadow","Quaternary"
"5059",4.1,1.05,"Meadow","Quaternary"
"5060",4.1,1.1,"Pasture","Portlandian"
"5061",4.1,1.15,"Pasture","Portlandian"
"5062",4.1,1.2,"Pasture","Portlandian"
"5063",4.1,1.25,"Pasture","Portlandian"
"5064",4.1,1.3,"Pasture","Portlandian"
"5065",4.1,1.35,"Pasture","Kimmeridgian"
"5066",4.1,1.4,"Pasture","Kimmeridgian"
"5067",4.1,1.45,"Pasture","Kimmeridgian"
"5068",4.1,1.5,"Pasture","Kimmeridgian"
"5069",4.1,1.55,"Pasture","Kimmeridgian"
"5070",4.1,1.6,"Meadow","Kimmeridgian"
"5071",4.1,1.65,"Meadow","Kimmeridgian"
"5072",4.1,1.7,"Meadow","Kimmeridgian"
"5073",4.1,1.75,"Meadow","Kimmeridgian"
"5074",4.1,1.8,"Tillage","Kimmeridgian"
"5075",4.1,1.85,"Tillage","Kimmeridgian"
"5076",4.1,1.9,"Tillage","Kimmeridgian"
"5077",4.1,1.95,"Meadow","Kimmeridgian"
"5078",4.1,2,"Meadow","Kimmeridgian"
"5079",4.1,2.05,"Pasture","Kimmeridgian"
"5080",4.1,2.1,"Pasture","Kimmeridgian"
"5081",4.1,2.15,"Forest","Kimmeridgian"
"5082",4.1,2.2,"Forest","Kimmeridgian"
"5083",4.1,2.25,"Forest","Portlandian"
"5084",4.1,2.3,"Forest","Portlandian"
"5085",4.1,2.35,"Forest","Portlandian"
"5086",4.1,2.4,"Forest","Portlandian"
"5087",4.1,2.45,"Forest","Portlandian"
"5088",4.1,2.5,"Forest","Portlandian"
"5089",4.1,2.55,"Forest","Kimmeridgian"
"5090",4.1,2.6,"Forest","Kimmeridgian"
"5091",4.1,2.65,"Forest","Kimmeridgian"
"5092",4.1,2.7,"Forest","Kimmeridgian"
"5093",4.1,2.75,"Forest","Kimmeridgian"
"5094",4.1,2.8,"Forest","Kimmeridgian"
"5095",4.1,2.85,"Forest","Kimmeridgian"
"5096",4.1,2.9,"Forest","Kimmeridgian"
"5097",4.1,2.95,"Forest","Kimmeridgian"
"5098",4.1,3,"Forest","Portlandian"
"5099",4.1,3.05,"Forest","Portlandian"
"5100",4.1,3.1,"Meadow","Portlandian"
"5101",4.1,3.15,"Meadow","Kimmeridgian"
"5102",4.1,3.2,"Meadow","Kimmeridgian"
"5103",4.1,3.25,"Meadow","Kimmeridgian"
"5104",4.1,3.3,"Meadow","Kimmeridgian"
"5105",4.1,3.35,"Meadow","Kimmeridgian"
"5106",4.1,3.4,"Forest","Kimmeridgian"
"5107",4.1,3.45,"Forest","Kimmeridgian"
"5108",4.1,3.5,"Forest","Kimmeridgian"
"5109",4.1,3.55,"Forest","Kimmeridgian"
"5110",4.1,3.6,"Forest","Kimmeridgian"
"5111",4.1,3.65,"Meadow","Kimmeridgian"
"5112",4.1,3.7,"Meadow","Kimmeridgian"
"5113",4.1,3.75,"Meadow","Kimmeridgian"
"5114",4.1,3.8,"Meadow","Quaternary"
"5115",4.1,3.85,"Meadow","Quaternary"
"5116",4.1,3.9,"Meadow","Quaternary"
"5117",4.1,3.95,"Meadow","Quaternary"
"5118",4.1,4,"Meadow","Sequanian"
"5119",4.1,4.05,"Meadow","Sequanian"
"5120",4.1,4.1,"Meadow","Sequanian"
"5121",4.1,4.15,"Meadow","Sequanian"
"5122",4.1,4.2,"Meadow","Sequanian"
"5123",4.1,4.25,"Meadow","Sequanian"
"5124",4.1,4.3,"Meadow","Sequanian"
"5125",4.1,4.35,"Meadow","Sequanian"
"5126",4.1,4.4,"Meadow","Sequanian"
"5127",4.1,4.45,"Meadow","Sequanian"
"5128",4.1,4.5,"Forest","Sequanian"
"5129",4.1,4.55,"Meadow","Argovian"
"5130",4.1,4.6,"Meadow","Argovian"
"5131",4.1,4.65,"Forest","Argovian"
"5132",4.1,4.7,"Forest","Argovian"
"5133",4.1,4.75,"Forest","Argovian"
"5134",4.1,4.8,"Pasture","Argovian"
"5135",4.1,4.85,"Pasture","Argovian"
"5136",4.1,4.9,"Pasture","Argovian"
"5137",4.1,4.95,"Pasture","Argovian"
"5138",4.1,5,"Forest","Quaternary"
"5139",4.15,0.7,"Meadow","Sequanian"
"5140",4.15,0.75,"Meadow","Sequanian"
"5141",4.15,0.8,"Meadow","Sequanian"
"5142",4.15,0.85,"Meadow","Sequanian"
"5143",4.15,0.9,"Meadow","Sequanian"
"5144",4.15,0.95,"Meadow","Sequanian"
"5145",4.15,1,"Meadow","Quaternary"
"5146",4.15,1.05,"Meadow","Quaternary"
"5147",4.15,1.1,"Pasture","Quaternary"
"5148",4.15,1.15,"Pasture","Quaternary"
"5149",4.15,1.2,"Pasture","Portlandian"
"5150",4.15,1.25,"Pasture","Portlandian"
"5151",4.15,1.3,"Pasture","Portlandian"
"5152",4.15,1.35,"Meadow","Portlandian"
"5153",4.15,1.4,"Meadow","Portlandian"
"5154",4.15,1.45,"Pasture","Kimmeridgian"
"5155",4.15,1.5,"Pasture","Kimmeridgian"
"5156",4.15,1.55,"Pasture","Kimmeridgian"
"5157",4.15,1.6,"Meadow","Kimmeridgian"
"5158",4.15,1.65,"Meadow","Kimmeridgian"
"5159",4.15,1.7,"Forest","Kimmeridgian"
"5160",4.15,1.75,"Forest","Kimmeridgian"
"5161",4.15,1.8,"Tillage","Kimmeridgian"
"5162",4.15,1.85,"Tillage","Kimmeridgian"
"5163",4.15,1.9,"Tillage","Kimmeridgian"
"5164",4.15,1.95,"Pasture","Kimmeridgian"
"5165",4.15,2,"Pasture","Kimmeridgian"
"5166",4.15,2.05,"Pasture","Kimmeridgian"
"5167",4.15,2.1,"Pasture","Kimmeridgian"
"5168",4.15,2.15,"Pasture","Kimmeridgian"
"5169",4.15,2.2,"Pasture","Kimmeridgian"
"5170",4.15,2.25,"Pasture","Kimmeridgian"
"5171",4.15,2.3,"Forest","Quaternary"
"5172",4.15,2.35,"Forest","Quaternary"
"5173",4.15,2.4,"Forest","Portlandian"
"5174",4.15,2.45,"Forest","Portlandian"
"5175",4.15,2.5,"Forest","Portlandian"
"5176",4.15,2.55,"Forest","Portlandian"
"5177",4.15,2.6,"Forest","Portlandian"
"5178",4.15,2.65,"Forest","Kimmeridgian"
"5179",4.15,2.7,"Forest","Kimmeridgian"
"5180",4.15,2.75,"Forest","Kimmeridgian"
"5181",4.15,2.8,"Forest","Kimmeridgian"
"5182",4.15,2.85,"Forest","Kimmeridgian"
"5183",4.15,2.9,"Forest","Kimmeridgian"
"5184",4.15,2.95,"Meadow","Portlandian"
"5185",4.15,3,"Meadow","Portlandian"
"5186",4.15,3.05,"Meadow","Portlandian"
"5187",4.15,3.1,"Meadow","Portlandian"
"5188",4.15,3.15,"Meadow","Kimmeridgian"
"5189",4.15,3.2,"Meadow","Kimmeridgian"
"5190",4.15,3.25,"Meadow","Kimmeridgian"
"5191",4.15,3.3,"Meadow","Kimmeridgian"
"5192",4.15,3.35,"Meadow","Kimmeridgian"
"5193",4.15,3.4,"Forest","Kimmeridgian"
"5194",4.15,3.45,"Forest","Kimmeridgian"
"5195",4.15,3.5,"Forest","Kimmeridgian"
"5196",4.15,3.55,"Forest","Kimmeridgian"
"5197",4.15,3.6,"Pasture","Kimmeridgian"
"5198",4.15,3.65,"Forest","Quaternary"
"5199",4.15,3.7,"Forest","Quaternary"
"5200",4.15,3.75,"Forest","Quaternary"
"5201",4.15,3.8,"Pasture","Quaternary"
"5202",4.15,3.85,"Pasture","Quaternary"
"5203",4.15,3.9,"Meadow","Sequanian"
"5204",4.15,3.95,"Meadow","Sequanian"
"5205",4.15,4,"Meadow","Sequanian"
"5206",4.15,4.05,"Meadow","Sequanian"
"5207",4.15,4.1,"Meadow","Sequanian"
"5208",4.15,4.15,"Meadow","Sequanian"
"5209",4.15,4.2,"Meadow","Sequanian"
"5210",4.15,4.25,"Meadow","Sequanian"
"5211",4.15,4.3,"Meadow","Sequanian"
"5212",4.15,4.35,"Meadow","Sequanian"
"5213",4.15,4.4,"Meadow","Sequanian"
"5214",4.15,4.55,"Forest","Argovian"
"5215",4.15,4.6,"Forest","Argovian"
"5216",4.15,4.65,"Forest","Argovian"
"5217",4.15,4.7,"Forest","Argovian"
"5218",4.15,4.75,"Forest","Argovian"
"5219",4.15,4.8,"Forest","Argovian"
"5220",4.2,0.7,"Meadow","Sequanian"
"5221",4.2,0.75,"Meadow","Sequanian"
"5222",4.2,0.8,"Meadow","Sequanian"
"5223",4.2,0.85,"Meadow","Sequanian"
"5224",4.2,0.9,"Meadow","Sequanian"
"5225",4.2,0.95,"Meadow","Sequanian"
"5226",4.2,1,"Meadow","Quaternary"
"5227",4.2,1.05,"Meadow","Quaternary"
"5228",4.2,1.1,"Pasture","Quaternary"
"5229",4.2,1.15,"Pasture","Quaternary"
"5230",4.2,1.2,"Pasture","Portlandian"
"5231",4.2,1.25,"Pasture","Portlandian"
"5232",4.2,1.3,"Pasture","Portlandian"
"5233",4.2,1.35,"Meadow","Portlandian"
"5234",4.2,1.4,"Meadow","Portlandian"
"5235",4.2,1.45,"Pasture","Kimmeridgian"
"5236",4.2,1.5,"Pasture","Kimmeridgian"
"5237",4.2,1.55,"Pasture","Kimmeridgian"
"5238",4.2,1.6,"Meadow","Kimmeridgian"
"5239",4.2,1.65,"Meadow","Kimmeridgian"
"5240",4.2,1.7,"Forest","Kimmeridgian"
"5241",4.2,1.75,"Forest","Kimmeridgian"
"5242",4.2,1.8,"Tillage","Kimmeridgian"
"5243",4.2,1.85,"Tillage","Kimmeridgian"
"5244",4.2,1.9,"Tillage","Kimmeridgian"
"5245",4.2,1.95,"Pasture","Kimmeridgian"
